Text	Time	Relative Event	Panel	Heading 1	Heading 2	LF	Info	Item	Position	Automatic	Call Group	Fail Group	Remarks						
Check dP									-1	0									
Recycle to TUNL VENT until dP>3			12					LMTunnelVentValve	3	1									
LM TUNL VENT vlv - LM/CM dP	60	HIDDEN_DELAY						LMTunnelVentValve	2	1									
Verify LM/CM dP ind constant at last value for 2 min									-1	0									
Verify O2 FLOW - no increase									-1	0									
LM TUNL VENT vlv - VENT			12					LMTunnelVentValve	3	1									
																			
Copy Post Jettison Update	364200	MISSION_TIME		MCC Update					-1	0									
																			
cb SECS ARM A BAT A - close	364800	MISSION_TIME		Logic Bus & Pyro Arm				SECSArmBatACircuitBraker	1	1									
cb SECS ARM B BAT B - close								SECSArmBatBCircuitBraker	1	1									
SECS LOGIC 1 - on 								SECSLogic1Switch	1	1									
SECS LOGIC 2 - on								SECSLogic2Switch	1	1									
SECS PYRO ARM A - ARM								PyroArmASwitch	1	1									
SECS PYRO ARM B - ARM								PyroArmBSwitch	1	1									
																			
Perform LM Jettison	365100	MISSION_TIME							-1	1	LM Jettison								
Switch to LM									-1	0									
																			
LMP DOFF PGA & LCG	367200	MISSION_TIME							-1	1	LMP DOFF PGA								
																			
CDR DOFF PGA	368400	MISSION_TIME							-1	1	CDR DOFF PGA								
																			
CMP DOFF PGA	369300	MISSION_TIME							-1	1	CMP DOFF PGA								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
																			
State Vector Update	371100	MISSION_TIME		MCC Update					-1	0	P27 Update								
Nav Check									-1	1	P21 Ground Track Determination								
V66E	2	HIDDEN_DELAY					Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
G&N Power Down	371700	MISSION_TIME							-1	1	G&N Power Down								
CMC Standby (P06)									-1	1	CMC Standby								
																			
Initiate Battery Charge (BATT A)	374100	MISSION_TIME							-1	1	Battery Charge A								
																			
Copy Block Data 12	375300	MISSION_TIME		MCC Update					-1	0									
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	375600	MISSION_TIME							-1	0									
																			
Rest Period Ends	408600	MISSION_TIME		Day 6					-1	0									
																			
Perform Fuel Cell O2 Purging	411300	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Copy Block Data 13	413700	MISSION_TIME		MCC Update					-1	0									
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
CMC Power Up	423900	MISSION_TIME							-1	1	CMC Power Up								
G&N Power Up									-1	1	G&N Power Up								
Terminate Battery Charge									-1	1	Terminate Battery Charge								
																			
Damp Rates	426600	MISSION_TIME							-1	0									
																			
P51 IMU Orientation	427200	MISSION_TIME							-1	1	P51 IMU Orientation								
																			
SPS-6	430800	MISSION_TIME							-1	1	SPS-6								
																			
MCC Update S065	444600	MISSION_TIME							-1	0									
AUTO RCS YAW B3 - OFF							Panel 8	YawB3Switch	1	1									
																			
Maneuver to S065 Attitude (SW US) & Begin Orb Rate	445800	MISSION_TIME							-1	1	DAP Orbital Rate (Retrograde)								
																			
CMC MODE - HOLD	449400	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
																			
MCC Update S065	450300	MISSION_TIME							-1	0									
Maneuver to S065 Attitude (Mexico) & Begin Orb Rate	451800	MISSION_TIME							-1	1	DAP Orbital Rate (Retrograde)								
																			
CMC MODE - HOLD	453000	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V37E 00E			DSKY					DSKY V 3 7 E 0 0 E	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
CMC MODE - FREE								CMCModeSwitch	0	1									
AUTO RCS YAW B3 - MNA							Panel 8	YawB3Switch	2	1									
																			
Perform Fuel Cell O2 Purging	453900	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
State Vector Update	456600	MISSION_TIME		MCC Update					-1	0	P27 Update								
Nav Check									-1	1	P21 Ground Track Determination								
V66E	2	HIDDEN_DELAY					Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
G&N Power Down									-1	1	G&N Power Down								
CMC Standby (P06)									-1	1	CMC Standby								
																			
Copy Block Data 14	462900	MISSION_TIME		MCC Update					-1	0									
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	464400	MISSION_TIME							-1	0									
																			
Rest Period Ends	498600	MISSION_TIME		Day 7					-1	0									
																			
H2 PURGE LINE HTR - ON	500700	MISSION_TIME						H2PurgeLineSwitch	1	1									
Perform Fuel Cell H2 Purging	501900	MISSION_TIME							-1	1	Fuel Cell H2 Purging								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
H2 PURGE LINE HTR - OFF							"Panel 3, Lower Left"	H2PurgeLineSwitch	0	1									
																			
CMC Power Up	503280	MISSION_TIME							-1	1	CMC Power Up								
G&N Power Up									-1	1	G&N Power Up								
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
Copy Block Data 15	504300	MISSION_TIME		MCC Update					-1	0									
																			
Damp Rates	506100	MISSION_TIME							-1	0									
																			
P51 IMU Orientation	506700	MISSION_TIME							-1	1	P51 IMU Orientation								
																			
"State Vector Update, T Align"	509700	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
																			
P52 IMU Realign (Nominal)	512100	MISSION_TIME							-1	1	P52 IMU Realign (Nominal)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Landmark Tracking	513000	MISSION_TIME							-1	1	Landmark Tracking								
																			
State Vector Update	535800	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
G&N Power Down	536400	MISSION_TIME							-1	1	G&N Power Down								
CMC Standby (P06)									-1	1	CMC Standby								
																			
Perform Fuel Cell O2 Purging	538800	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Copy Block Data 16	545400	MISSION_TIME		MCC Update					-1	0									
Perform Waste Water Dump									-1	1	Waste Water Dump								
																			
Rest Period Begins	547200	MISSION_TIME							-1	0									
																			
Rest Period Ends	583200	MISSION_TIME		Day 8					-1	0									
																			
Copy Block Data 17	583500	MISSION_TIME		MCC Update					-1	0									
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
																			
POT TK IN vlv - OPEN	586800	MISSION_TIME	352		Perform Pot Water Chlor			PotableTankInletRotary	0	1									
(chlorination not simulated yet)									-1	1									
																			
CMC Power Up	598200	MISSION_TIME							-1	1	CMC Power Up								
G&N Power Up									-1	1	G&N Power Up								
																			
Damp Rates	601500	MISSION_TIME							-1	0									
																			
P51 IMU Orientation	602400	MISSION_TIME							-1	1	P51 IMU Orientation								
																			
SPS-7	605220	MISSION_TIME							-1	1	SPS-7								
																			
MCC Update S065	614100	MISSION_TIME							-1	0									
																			
Perform ORDEAL Initialization	615300	MISSION_TIME							-1	1	ORDEAL Initialization								
AUTO RCS YAW B3 - OFF							Panel 8	YawB3Switch	1	1									
Maneuver to S065 Attitude (SW US) & Begin Orb Rate									-1	1	DAP Orbital Rate								
																			
CMC MODE - HOLD	617700	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
																			
"MCC Update S065, Block Data 18"	620400	MISSION_TIME							-1	0									
Maneuver to S065 Attitude (SW US) & Begin Orb Rate									-1	1	DAP Orbital Rate								
																			
CMC MODE - HOLD	623400	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V37E 00E			DSKY					DSKY V 3 7 E 0 0 E	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
CMC MODE - FREE								CMCModeSwitch	0	1									
AUTO RCS YAW B3 - MNA							Panel 8	YawB3Switch	2	1									
																			
Perform Fuel Cell O2 Purging	624600	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Copy State Vector Update	626400	MISSION_TIME		MCC Update					-1	0	P27 Update								
Nav Check									-1	1	P21 Ground Track Determination								
																			
G&N Power Down	627300	MISSION_TIME							-1	1	G&N Power Down								
CMC Standby (P06)									-1	1	CMC Standby								
																			
Initiate Battery Charge (BATT B)	629700	MISSION_TIME							-1	1	Battery Charge B								
Perform Waste Water Dump									-1	1	Waste Water Dump								
																			
Rest Period Begins	630000	MISSION_TIME							-1	0									
																			
Rest Period Ends	663600	MISSION_TIME		Day 9					-1	0									
Copy Block Data 19	666600	MISSION_TIME		MCC Update					-1	0									
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
H2 PURGE LINE HTR - ON	670200	MISSION_TIME						H2PurgeLineSwitch	1	1									
Perform Fuel Cell H2 Purging	671400	MISSION_TIME							-1	1	Fuel Cell H2 Purging								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
H2 PURGE LINE HTR - OFF							"Panel 3, Lower Left"	H2PurgeLineSwitch	0	1									
																			
CMC Power Up	673200	MISSION_TIME							-1	1	CMC Power Up								
G&N Power Up									-1	1	G&N Power Up								
																			
"MCC Update Nominal IMU Orient (For S065), State Vector, Verb 66"	675000	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
Damp Rates	677400	MISSION_TIME							-1	0									
																			
P51 IMU Orientation	678000	MISSION_TIME							-1	1	P51 IMU Orientation								
																			
P52 IMU Realign (Nominal)	678300	MISSION_TIME							-1	1	P52 IMU Realign (Nominal)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
MCC Update S065	683400	MISSION_TIME		MCC Update					-1	0									
																			
Perform ORDEAL Initialization	684600	MISSION_TIME							-1	1	ORDEAL Initialization								
AUTO RCS YAW B3 - OFF							Panel 8	YawB3Switch	1	1									
"Maneuver to S065 Attitude (N Mexico, SE US, Africa) & Begin Orb Rate"									-1	1	DAP Orbital Rate								
																			
CMC MODE - HOLD	688500	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
																			
P52 IMU Realign (Nominal) (T-Align 192:00:00)	688800	MISSION_TIME							-1	1	P52 IMU Realign (Nominal)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
MODE - HOLD/FAST				Update ORDEAL				ORDEALModeSwitch	0	1									
Key V83E			DSKY		Obtain pitch angle to lcl horiz			DSKY V 8 3 E	1	1									
  Record pitch angle (R3 XXX.XX deg)	20	HIDDEN_DELAY							-1	1									
Slew FDAI to pitch angle			13		Adjust FDAI			ORDEALSlewSwitch	-1	0									
MODE - SLOW								ORDEALModeSwitch	1	1									
Slew/adj FDAI precisely								ORDEALSlewSwitch	-1	0									
PRO			DSKY					DSKY P	1	1									
																			
MCC Update S065	689400	MISSION_TIME							-1	0									
																			
Maneuver to S065 Attitude (SW US) & Begin Orb Rate	690300	MISSION_TIME							-1	1	DAP Orbital Rate								
																			
CMC MODE - HOLD	692100	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V37E 00E			DSKY					DSKY V 3 7 E 0 0 E	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
AUTO RCS YAW B3 - MNA							Panel 8	YawB3Switch	2	1									
																			
"MCC Update Nominal IMU Orient (For HGA Testing), Map Update"	692400	MISSION_TIME							-1	0									
Uplink									-1	1	P27 Update								
Copy Carnarvon & Hawaii AOS/LOS Times				MCC Update					-1	0									
HI GAIN ANT PWR - STBY							"Panel 2, High Gain Controls"	GHAPowerSwitch	1	1									
																			
Yaw Right Approx 30 Degrees Out Of Plane North	693600	MISSION_TIME							-1	0									
Perform P52 IMU Realign (Preferred)									-1	1	P52 IMU Realign (Preferred)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Evaluate HGA									-1	1	Start HGA Test (Orb Rate)								
																			
Yaw Left Approx 30 Degrees Out Of Plane South	700020	MISSION_TIME							-1	0									
P52 IMU Realign (Nominal) (T-Align 195:00:00)									-1	1	P52 IMU Realign (Nominal)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Copy Block Data 20	708300	MISSION_TIME		MCC Update					-1	0									
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
																			
Terminate Battery Charge	712800	MISSION_TIME							-1	1	Terminate Battery Charge								
																			
State Vector Update	714600	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
G&N Power Down	715800	MISSION_TIME							-1	1	G&N Power Down								
CMC Standby (P06)									-1	1	CMC Standby								
Perform Waste Water Dump									-1	1	Waste Water Dump								
																			
Rest Period Begins	720000	MISSION_TIME							-1	0									
																			
Rest Period Ends	747600	MISSION_TIME		Day 10					-1	0									
																			
Initiate Battery Charge (BATT A)	748800	MISSION_TIME							-1	1	Battery Charge A								
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
																			
Copy Block Data 21	755400	MISSION_TIME		MCC Update					-1	0									
																			
CMC Power Up	759600	MISSION_TIME							-1	1	CMC Power Up								
G&N Power Up									-1	1	G&N Power Up								
																			
"MCC Update Nominal IMU Orient (For S065), State Vector, Verb 66"	761280	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
Damp Rates	763500	MISSION_TIME							-1	0									
																			
P51 IMU Orientation	764100	MISSION_TIME							-1	1	P51 IMU Orientation								
P52 IMU Realign (Nominal)									-1	1	P52 IMU Realign (Nominal)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
MCC Update S065	769800	MISSION_TIME		MCC Update					-1	0									
																			
Perform ORDEAL Initialization	771000	MISSION_TIME							-1	1	ORDEAL Initialization								
AUTO RCS YAW B3 - OFF							Panel 8	YawB3Switch	1	1									
"Maneuver to S065 Attitude (N Mexico, SE US, Africa) & Begin Orb Rate"									-1	1	DAP Orbital Rate								
																			
CMC MODE - HOLD	774900	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
																			
MCC Update S065	775680	MISSION_TIME							-1	0									
																			
P52 IMU Realign (REFSMMAT)	776280	MISSION_TIME							-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Maneuver to S065 Attitude (SW US) & Begin Orb Rate	777000	MISSION_TIME							-1	1	DAP Orbital Rate								
																			
CMC MODE - HOLD	778500	MISSION_TIME			Terminate Orb Rate			CMCModeSwitch	1	1									
V37E 00E			DSKY					DSKY V 3 7 E 0 0 E	1	1									
V48E			DSKY		Enable B/D Quads			DSKY V 4 8 E	1	1									
V22E								DSKY V 2 2 E	1	1									
11111E								DSKY 1 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
CMC MODE - FREE								CMCModeSwitch	0	1									
AUTO RCS YAW B3 - MNA							Panel 8	YawB3Switch	2	1									
																			
P52 IMU Realign (REFSMMAT)	780300	MISSION_TIME							-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
State Vector Update	781200	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
V24 N01E				Set W Matrix to 10000ft & 10fps				DSKY V 2 4 N 0 1 E	1	1									
2004E								DSKY  2 0 0 4 E	1	1									
137E								DSKY  1 3 7 E	1	1									
762E								DSKY  7 6 2 E	1	1									
V37E 00E								DSKY V 3 7 E 0 0 E	1	1									
																			
Evaluate PTC	786300	MISSION_TIME							-1	1	PTC Test 1								
																			
Copy Block Data 22	794880	MISSION_TIME		MCC Update					-1	0									
																			
State Vector Update (CSM & LM)	795900	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
Evaluate PTC	796200	MISSION_TIME							-1	1	PTC Test 2								
																			
Track LM Ascent Stage With Optics	800700	MISSION_TIME							-1	1	LM Ascent Stage Tracking								
																			
G&N Power Down	802200	MISSION_TIME							-1	1	G&N Power Down								
CMC Standby (P06)									-1	1	CMC Standby								
Perform Waste Water Dump									-1	1	Waste Water Dump								
Terminate Battery Charge									-1	1	Terminate Battery Charge								
																			
Rest Period Begins	802800	MISSION_TIME							-1	0									
																			
Rest Period Ends	835800	MISSION_TIME		Day 11					-1	0									
																			
Copy Block Data 23	836700	MISSION_TIME		MCC Update					-1	0									
H2 PURGE LINE HTR - ON								H2PurgeLineSwitch	1	1									
Perform Fuel Cell H2 Purging	837900	MISSION_TIME							-1	1	Fuel Cell H2 Purging								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
H2 PURGE LINE HTR - OFF							"Panel 3, Lower Left"	H2PurgeLineSwitch	0	1									
CMC Power Up									-1	1	CMC Power Up								
G&N Power Up									-1	1	G&N Power Up								
																			
Deorbit Preparations	839400	MISSION_TIME							-1	1	Deorbit Preparations								
