Text	Time	Relative Event	Panel	Heading 1	Heading 2	LF	Info	Item	Position	Automatic	Call Group	Fail Group	Remarks						
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	306000	MISSION_TIME							-1	0									
																			
Rest Period Ends	334800	MISSION_TIME		Day 5					-1	0									
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
OSS Power Up									-1	1	OSS Power Up								
Terminate Battery Charge									-1	1	Terminate Battery Charge								
V48E			DSKY		Enable B/D Roll Jets			DSKY V 4 8 E	1	1									
PRO								DSKY P	1	1									
PRO								DSKY P	1	1									
PRO								DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
AUTO RCS A/C ROLL C1 - MNB								AcRollC1Switch	0	1									
AUTO RCS A/C ROLL C2 - MNB								AcRollC2Switch	0	1									
AUTO RCS B/D ROLL B1 - MNA								BdRollB1Switch	2	1									
AUTO RCS B/D ROLL B2 - MNA								BdRollB2Switch	2	1									
AUTO RCS PITCH C3 - MNA								PitchC3Switch	2	1									
AUTO RCS PITCH C4 - MNB								PitchC4Switch	0	1									
AUTO RCS YAW B3 - MNA								YawB3Switch	2	1									
AUTO RCS YAW B4 - MNB								YawB4Switch	0	1									
H2 PURGE LINE HTR - ON	336600	MISSION_TIME					20 min prior to H2 Purge	H2PurgeLineSwitch	1	1									
Perform ECS Redundant Component Check	337800	MISSION_TIME							-1	1	ECS Redundant Component Check								
Perform Fuel Cell H2 Purging									-1	1	Fuel Cell H2 Purging								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
H2 PURGE LINE HTR - OFF							"Panel 3, Lower Left"	H2PurgeLineSwitch	0	1									
																			
LM TUNL VENT vlv - LM/CM dP	338400	MISSION_TIME	12	Repress LM				LMTunnelVentValve	2	1									
TUNNEL LTS - ON							Panel 2	TunnelLightSwitch	1	1									
CM/LM Pressure Equalization (Decal)				Pressurized LM					-1	1	LM Pressure Equalization dP<2.4								
Remove Tunnel Hatch (Decal)									-1	0									
Open LM Hatch									-1	0									
																			
"Copy LLS 2 Track PAD, LLS 2 REFSMMAT, Map Update REV 11, State Vector Update"	339600	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E	30	HIDDEN_DELAY					Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
P52 IMU Realign (Preferred)									-1	1	P52 IMU Realign (Preferred)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Open PAMFD - Press ECS - Remove CDR & LMP (Crew = 1)			(MFD)						-1	0									
Switch to LM									-1	0									
																			
Transfer to LM PWR	340200	MISSION_TIME							-1	1	Transfer to LM PWR								
Switch to LM									-1	0									
																			
Copy DAP Update	342000	MISSION_TIME		MCC Update					-1	0									
Switch to LM									-1	0									
																			
Perform LGC Clock Sync & TEPHEM Update									-1	1	LGC Clock Sync & TEPHEM Update								
																			
"Maneuver Spacecraft to Tracking Attitude 000,270,000"									-1	0									
																			
Install Tunnel Hardware									-1	0									
Install Tunnel Hatch (Decal)									-1	0									
																			
HATCH PRESS EQUAL vlv - CLOSE				Hatch Integrity Check				PressEqualValve	3	1									
LM TUNL VENT vlv - VENT for 30s			12					LMTunnelVentValve	3	1									
LM TUNL VENT vlv - LM/CM dP	30	HIDDEN_DELAY						LMTunnelVentValve	2	1									
Recycle to TUNL VENT until dP>3			12					LMTunnelVentValve	3	1									
LM TUNL VENT vlv - LM/CM dP								LMTunnelVentValve	2	1									
Verify LM/CM dP ind constant at last value for 2 min									-1	0									
Verify O2 FLOW - no increase									-1	0									
LM TUNL VENT vlv - VENT			12					LMTunnelVentValve	3	1									
Switch to LM									-1	0									
																			
"As Time Permits, Perform Landmark Tracking, Do Not PRO On Final N98 Display"	347700	MISSION_TIME							-1	0									
P22 Orbital Navigation (130)									-1	1	P22 Auto optics								
																			
"Maneuver Spacecraft to RPY 000,014,000"	348300	MISSION_TIME							-1	0									
LM TUNL VENT vlv - LM/CM dP								LMTunnelVentValve	2	1									
Verify LM/CM dP >4.0 (pegged)									-1	0									
LM TUNL VENT vlv - OFF			12					LMTunnelVentValve	0	1									
TUNNEL LTS - OFF							Panel 2	TunnelLightSwitch	0	1									
Switch to LM									-1	0									
																			
"Copy SEP PAD, CSM State Vector Update, LM State Vector Update"	349200	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
Switch to LM									-1	0									
																			
cb RNDZ XPNDR FLT BUS - close								RNDZXPNDRFLTBusCB	1	1									
RNDZ XPNDR PWR - OFF								Panel100RNDZXPDRSwitch	1	1									
RNDZ XPNDR PWR - HTR								Panel100RNDZXPDRSwitch	0	1									
"Maneuver Spacecraft to RPY 180,015,014"									-1	0									
Switch to LM									-1	0									
																			
"Maneuver Spacecraft to RPY 180,015,000"				Maneuver To Undocking Attitude					-1	0									
Perform RR Xpdr Self Test									-1	1	RR Xpdr Self Test								
RH SUIT FLOW vlv - CABIN FLOW			300	DON PGA				SuitCircuitFlow300Switch	1	1									
LH SUIT FLOW vlv - FULL FLOW			301					SuitCircuitFlow301Switch	0	1									
CTR SUIT FLOW vlv - CABIN FLOW			302					SuitCircuitFlow302Switch	1	1									
SUIT CKT RET vlv - close (push)			380					SuitCircuitReturnValveLever	1	1									
																			
Perform PGA Integrity Check									-1	1	PGA Integrity Check								
Switch to LM									-1	0									
																			
Perform Undocking									-1	1	Undocking								
Switch to LM									-1	0									
																			
"Maneuver Spacecraft to RPY 000,015,000"									-1	0									
V64E								DSKY V 6 4 E	1	1									
Acquire S-Band Lock-On									-1	0									
PRO								DSKY P	1	1									
Switch to LM									-1	0									
																			
SM RCS Separation Burn									-1	1	SM RCS Separation Burn								
EXT RDNZ LT - ON (up)								RndzLightSwitch	2	1									
EXT RUN/EVA LT - ON (up)								RunEVALightSwitch	1	1									
"Maneuver Spacecraft to RPY 000,055,000"									-1	0									
G/N OPT PWR - on (up)			100					GNPowerOpticsSwitch	1	1									
OPT ZERO - ZERO			122		Zero optics		Optionally use V16 N91E to monitor the current shaft (.01 deg) and trunnion (.001 deg) angle in R1 and R2.	OpticsZeroSwitch	1	1									
OPT ZERO - OFF (15 sec)	20	HIDDEN_DELAY						OpticsZeroSwitch	0	1									
OPT MODE - CMC								OpticsModeSwitch	1	1									
SC CONT - CMC								SCContSwitch	1	1									
CMC MODE - AUTO								CMCModeSwitch	2	1									
V37E 20E								DSKY V 3 7 E 2 0 E	1	1									
When attitude OK:									-1	1									
Switch to LM									-1	0									
																			
VHF AM A - OFF				VHF Ranging			"Panel 3, Comm Switches"	VHFAMASwitch	1	1									
VHF AM B - DUPLEX							"Panel 3, Comm Switches"	VHFAMBSwitch	2	1									
VHF RNG - ON							"Panel 3, Comm Switches"	VHFRangingSwitch	1	1									
EMS FUNC - DV SET/VHF RNG			1					EMSFunctionSwitch	2	1									
EMS MODE - BACKUP/VHF RNG			1					EMSModeSwitch	0	1									
VHF RNG - RESET							Panel 9	VHFRNGSwitch	1H	1									
VHF RNG - NORM	2	HIDDEN_DELAY					Panel 9	VHFRNGSwitch	0	1									
Switch to LM									-1	0									
																			
Wait for CSM & LM State Vector Update				MCC Update					-1	0									
V56E								DSKY V 5 6 E	1	1									
00E								DSKY 0 0 E	1	1									
Uplink									-1	1	P27 Update								
V37E 20E								DSKY V 3 7 E 2 0 E	1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	1									
SC CONT - CMC								SCContSwitch	1	1									
CMC MODE - AUTO								CMCModeSwitch	2	1									
PRO	10	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
ENTR								DSKY E	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
When attitude OK:									-1	1									
ENTR								DSKY E	1	1									
V37E 76E								DSKY V 3 7 E 7 6 E	1	1									
  F 06 84 Target dV XYZ (LV)									-1	1									
  Load desired dV's									-1	0									
PRO								DSKY P	1	1									
  F 06 33 (TIG)									-1	1									
  Load desired TIG									-1	0									
Switch to LM									-1	0									
																			
"If necessary, update P76"									-1	0									
PRO								DSKY P	1	1									
  F 37									-1	0									
V37E 20E								DSKY V 3 7 E 2 0 E	1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	1									
SC CONT - CMC								SCContSwitch	1	1									
CMC MODE - AUTO								CMCModeSwitch	2	1									
PRO	10	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
ENTR								DSKY E	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
When attitude OK:									-1	1									
ENTR								DSKY E	1	1									
Switch to LM									-1	0									
																			
VHF RNG - RESET							Panel 9	VHFRNGSwitch	1H	1									
VHF RNG - NORM	2	HIDDEN_DELAY					Panel 9	VHFRNGSwitch	0	1									
V56E								DSKY V 5 6 E	1	1									
00E								DSKY 0 0 E	1	1									
"Maneuver Spacecraft to RPY 180,252,000"									-1	0									
V64E								DSKY V 6 4 E	1	1									
Acquire S-Band Lock-On									-1	0									
PRO								DSKY P	1	1									
Key V67E			DSKY		Reinitialize w-matrix			DSKY V 6 7 E	1	1									
V25E								DSKY V 2 5 E	1	1									
R1 +00289E								DSKY + 0 0 2 8 9 E	1	1									
R2 +00173E								DSKY + 0 0 1 7 3 E	1	1									
R3 +00001E								DSKY + 0 0 0 0 1 E	1	1									
PRO								DSKY P	1	1									
V37E 20E								DSKY V 3 7 E 2 0 E	1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	1									
SC CONT - CMC								SCContSwitch	1	1									
CMC MODE - AUTO								CMCModeSwitch	2	1									
PRO	10	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
ENTR								DSKY E	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
When attitude OK:									-1	1									
ENTR								DSKY E	1	1									
"As time permits, make sextant/VHF marks on LM"									-1	0									
V88E								DSKY V 8 8 E	1	1									
Switch to LM									-1	0									
																			
V37E 76E								DSKY V 3 7 E 7 6 E	1	1									
  F 06 84 Target dV XYZ (LV)									-1	1									
  Load desired dV's									-1	0									
PRO								DSKY P	1	1									
  F 06 33 (TIG)									-1	1									
  Load desired TIG									-1	0									
Switch to LM									-1	0									
																			
"If necessary, update P76"									-1	0									
PRO								DSKY P	1	1									
  F 37									-1	0									
V37E 20E								DSKY V 3 7 E 2 0 E	1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	1									
SC CONT - CMC								SCContSwitch	1	1									
CMC MODE - AUTO								CMCModeSwitch	2	1									
PRO	10	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
ENTR								DSKY E	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
When attitude OK:									-1	1									
ENTR								DSKY E	1	1									
Switch to LM									-1	0									
																			
"As time permits, make 3 sextant marks and VHF marks on LM"									-1	0									
V93E								DSKY V 9 3 E	1	1									
Switch to LM									-1	0									
																			
Copy Preliminary Backup Insertion Pad				MCC Update					-1	0									
"As time permits, make sextant/VHF marks on LM"									-1	0									
Phasing T+25m									-1	0									
Switch to LM									-1	0									
																			
"As time permits, make sextant/VHF marks on LM"									-1	0									
Switch to LM									-1	0									
																			
V93E								DSKY V 9 3 E	1	1									
"As time permits, make sextant/VHF marks on LM"									-1	0									
Insertion -50m									-1	0									
V88E								DSKY V 8 8 E	1	1									
V56E								DSKY V 5 6 E	1	1									
00E								DSKY 0 0 E	1	1									
Switch to LM									-1	0									
																			
V64E								DSKY V 6 4 E	1	1									
Acquire S-Band Lock-On									-1	0									
PRO								DSKY P	1	1									
																			
"Copy Backup Insertion Pad, CSM State Vector Update"				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
																			
V37E 30E				BU Insertion Burn Prep				DSKY V 3 7 E 3 0 E	1	1									
  F 06 33 (TIG)									-1	1									
  Load desired TIG									-1	0									
PRO								DSKY P	1	1									
  F 06 81 DV XYZ (LV)									-1	1									
  Load desired DV's									-1	0									
PRO								DSKY P	1	1									
"  F 06 42 HA, HP, DV (REQ)"	60	HIDDEN_DELAY							-1	1									
PRO								DSKY P	1	1									
"  F 16 45 MARKS, TFI, MGA"									-1	1									
Set DET (Counting Up to TIG)									-1	0									
PRO								DSKY P	1	1									
  F 37 									-1	1									
00E								DSKY 0 0 E	1	1									
																			
Maneuver Spacecraft to Pad Burn Attitude									-1	0									
Switch to LM									-1	0									
																			
Wait for LM State Vector Update				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V37E 20E								DSKY V 3 7 E 2 0 E	1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	1									
SC CONT - CMC								SCContSwitch	1	1									
CMC MODE - AUTO								CMCModeSwitch	2	1									
PRO	10	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
ENTR								DSKY E	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
 06 18 Auto Maneuver to FDAI RPY Angles									-1	1									
 F 50 18 Request Maneuver to FDAI RPY angles									-1	0									
When attitude OK:									-1	1									
ENTR								DSKY E	1	1									
Switch to LM									-1	0									
																			
V37E 76E								DSKY V 3 7 E 7 6 E	1	1									
  F 06 84 Target dV XYZ (LV)									-1	1									
  Load desired dV's									-1	0									
PRO								DSKY P	1	1									
  F 06 33 (TIG)									-1	1									
  Load desired TIG									-1	0									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
  F 37 									-1	0									
20E								DSKY 2 0 E	1	1									
Switch to LM									-1	0									
																			
V37E 76E								DSKY V 3 7 E 7 6 E	1	1									
  F 06 84 Target dV XYZ (LV)									-1	1									
  Load desired dV's									-1	0									
PRO								DSKY P	1	1									
  F 06 33 (TIG)									-1	1									
  Load desired TIG									-1	0									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
  F 37 									-1	0									
20E								DSKY 2 0 E	1	1									
Switch to LM									-1	0									
																			
"Roll 180 Degrees, Reacquire MSFN"									-1	0									
Switch to LM									-1	0									
																			
V93E								DSKY V 9 3 E	1	1									
"As time permits, make sextant/VHF marks on LM"									-1	0									
V88E								DSKY V 8 8 E	1	1									
Switch to LM									-1	0									
																			
V37E 76E								DSKY V 3 7 E 7 6 E	1	1									
  F 06 84 Target dV XYZ (LV)									-1	1									
  Load desired dV's									-1	0									
PRO								DSKY P	1	1									
  F 06 33 (TIG)									-1	1									
  Load desired TIG									-1	0									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
  F 37 									-1	0									
20E								DSKY 2 0 E	1	1									
Switch to LM									-1	0									
																			
V56E								DSKY V 5 6 E	1	1									
00E								DSKY 0 0 E	1	1									
V89E								DSKY V 8 9 E	1	1									
  F 04 06									-1	1									
V22E								DSKY V 2 2 E	1	1									
00002E								DSKY 0 0 0 0 2 E	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
  F 06 18									-1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
  F 50 18									-1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
 F 50 18									-1	0									
ENTER								DSKY E	1	1									
Start P47								DSKY V 3 7 E 4 7 E	1	1									
Switch to LM									-1	0									
																			
Perform CSM Active Docking				Docking					-1	1	CSM Active Docking								
Switch to LM									-1	0									
																			
PRESS EQUAL vlv - CLOSE			Fwd Hatch					PressEqualValve	3	1									
LM TUNL VENT vlv - OFF			12					LMTunnelVentValve	0	1									
Remove Tunnel Hatch (Decal)									-1	0									
Maneuver Spacecraft to Pad Jettison Attitude									-1	0									
HGA PITCH - -25									-1	0									
HGA YAW - 264									-1	0									
Switch to LM									-1	0									
																			
Copy TEI 22 PAD				MCC Update					-1	0									
Switch to LM									-1	0									
																			
CTR SUIT FLOW vlv - FULL FLOW			302					SuitCircuitFlow302Switch	0	1									
Open PAMFD - Press ECS - Add CDR (Crew = 2)			(MFD)						-1	0									
Switch to LM									-1	0									
																			
RH SUIT FLOW vlv - FULL FLOW			300					SuitCircuitFlow300Switch	0	1									
Open PAMFD - Press ECS - Add LMP (Crew = 3)			(MFD)						-1	0									
Install Tunnel Hatch (Decal)									-1	0									
HATCH PRESS EQUAL vlv - CLOSE				Hatch Integrity Check				PressEqualValve	3	1									
LM TUNL VENT vlv - VENT for 30s			12					LMTunnelVentValve	3	1									
LM TUNL VENT vlv - LM/CM dP	30	HIDDEN_DELAY						LMTunnelVentValve	2	1									
Check dP									-1	0									
Recycle to TUNL VENT until dP>3			12					LMTunnelVentValve	3	1									
LM TUNL VENT vlv - LM/CM dP								LMTunnelVentValve	2	1									
Verify LM/CM dP ind constant at last value for 2 min									-1	0									
Verify O2 FLOW - no increase									-1	0									
LM TUNL VENT vlv - VENT			12					LMTunnelVentValve	3	1									
																			
VHF AM A - OFF				Power Down VHF			"Panel 3, Comm Switches"	VHFAMASwitch	1	1									
VHF AM B - OFF							"Panel 3, Comm Switches"	VHFAMBSwitch	1	1									
VHF RNG - OFF							"Panel 3, Comm Switches"	VHFRangingSwitch	0	1									
EMS MODE - STBY			1					EMSModeSwitch	1	1									
EMS FUNC - OFF								EMSFunctionSwitch	0	1									
																			
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
																			
Wait For APS Burn To Depletion TIG-40m				LM Jettison					-1	0									
Perform LM Jettison									-1	1	LM Jettison								
																			
HI GAIN ANT BEAM - NARROW							"Panel 2, High Gain Controls"	GHABeamSwitch	0	1									
																			
EMER CAB PRESS sel - BOTH				DOFF PGA				EmergencyCabinPressureRotary	1	1									
RH SUIT FLOW vlv - FULL FLOW			300					SuitCircuitFlow300Switch	0	1									
LH SUIT FLOW vlv - FULL FLOW			301					SuitCircuitFlow301Switch	0	1									
CTR SUIT FLOW vlv - FULL FLOW			302					SuitCircuitFlow302Switch	0	1									
SUIT CKT RET vlv - open (pull)			380					SuitCircuitReturnValveLever	0	1									
  O2 FLOW ind - 1.0 lb/hr			2						-1	1									
  O2 FLOW HI lt - on 	60	HIDDEN_DELAY							-1	1									
"  MASTER ALARM pb/lt (3) - on, push"			"1,3,122"					MasterAlarmSwitch	1	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
  O2 FLOW ind - 1.0 lb/hr			2						-1	1									
  O2 FLOW HI lt - on 	40	HIDDEN_DELAY							-1	1									
"  MASTER ALARM pb/lt (3) - on, push"			"1,3,122"				"Panel 1,3,122 Master Alarm"	MasterAlarmSwitch	1	1									
CAB FAN 1 - ON (verify)			2					CabinFan1Switch	1	1									
CAB FAN 2 - ON (verify)								CabinFan2Switch	1	1									
DIRECT O2 vlv - CLOSE (CW)			7					DirectO2RotarySwitch	6	1									
																			
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
																			
ATT DBD - MIN			1					AttDeadbandSwitch	0	1									
RATE - LOW								AttRateSwitch	0	1									
MAN ATT ROLL - RATE CMD								ManualAttRollSwitch	1	1									
MAN ATT PITCH - RATE CMD								ManualAttPitchSwitch	1	1									
MAN ATT YAW - RATE CMD								ManualAttYawSwitch	1	1									
BMAG MODE ROLL - RATE 2								BMAGRollSwitch	2	1									
BMAG MODE PITCH - RATE 2								BMAGPitchSwitch	2	1									
BMAG MODE YAW - RATE 2								BMAGYawSwitch	2	1									
FDAI SCALE - 5/1								FDAIScaleSwitch	2	1									
FDAI SEL - 1/2								FDAISelectSwitch	2	1									
Switch to LM									-1	0									
																			
"Maneuver Spacecraft to RPY 135,210,000"									-1	0									
HGA PITCH - -39								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 222								HighGainAntennaYawPositionSwitch	10	0									
																			
Wait for State Vector Update				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Copy REV 22 Map Update				MCC Update					-1	0									
DAP Deadband Change (10 deg)									-1	1	DAP Deadband Change (DB 10)								
Perform Waste Water Dump									-1	1	Waste Water Dump								
																			
Rest Period Begins	392400	MISSION_TIME							-1	0									
																			
Rest Period Ends	423000	MISSION_TIME		Day 6					-1	0									
OSS Power Up									-1	1	OSS Power Up								
V48E			DSKY		Change DAP Load			DSKY V 4 8 E	1	1									
V24E								DSKY V 2 4 E	1	1									
11102E								DSKY 1 1 1 0 2 E	1	1									
01111E								DSKY 0 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E							Activate DAP	DSKY V 4 6 E	1	1									
AUTO RCS A/C ROLL C1 - MNB								AcRollC1Switch	0	1									
AUTO RCS A/C ROLL C2 - MNB								AcRollC2Switch	0	1									
AUTO RCS B/D ROLL B1 - MNA								BdRollB1Switch	2	1									
AUTO RCS B/D ROLL B2 - MNA								BdRollB2Switch	2	1									
AUTO RCS PITCH C3 - MNA								PitchC3Switch	2	1									
AUTO RCS PITCH C4 - MNB								PitchC4Switch	0	1									
AUTO RCS YAW B3 - MNA								YawB3Switch	2	1									
AUTO RCS YAW B4 - MNB								YawB4Switch	0	1									
																			
Acquire MSFN	424800	MISSION_TIME							-1	0									
V64E								DSKY V 6 4 E	1	1									
"Maneuver Spacecraft to RPY 180,210,000"									-1	0									
Pitch Down to ORDEAL P=315 deg									-1	0									
Begin Orb Rate									-1	0									
Fuel Cell O2 Purging	425400	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
Initiate Battery Charge (Battery B)									-1	1	Battery Charge B								
Begin Surface Observations									-1	0									
Initiate 0.5 deg/s pitch (T1)	425940	MISSION_TIME							-1	0									
Stop Orb Rate and Go Inertial (T2)	426120	MISSION_TIME							-1	0									
"Maneuver Spacecraft to RPY 180,202,000"									-1	0									
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
																			
Wait for REV 23 Map Update				MCC Update					-1	0									
																			
"Wait for TEI 23 PAD, State Vector Update"				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
																			
Perform ECS Redundant Component Check									-1	1	ECS Redundant Component Check								
																			
P52 IMU Realign (REFSMMAT)	428400	MISSION_TIME							-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Pitch Up to ORDEAL P=282 deg	429000	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
Begin Surface Observations									-1	0									
																			
Roll 180 deg Pitch Down 24 deg	431700	MISSION_TIME							-1	0									
Continue Orb Rate ORDEAL P=258 deg Heads Down									-1	0									
																			
Yaw Right 20 deg To Photograph LLS 1	432360	MISSION_TIME							-1	0									
Yaw Left 20 deg To Photograph LLS 2	433020	MISSION_TIME							-1	0									
																			
Stop Orb Rate and Go Inertial	433620	MISSION_TIME							-1	0									
"Maneuver Spacecraft to RPY 000,095,000"									-1	0									
																			
V64E	433980	MISSION_TIME						DSKY V 6 4 E	1	1									
																			
"Wait for State Vector Update, Landmark Tracking PAD, TEI 24 PAD, REV 24 Map Update"				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Pitch to ORDEAL P=338 deg	436440	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
																			
During P22 Do Not PRO On Final N98 Display	436800	MISSION_TIME							-1	0									
P22 Orbital Navigation (CP-1)									-1	1	P22 Auto optics								
P22 Orbital Navigation (CP-2)									-1	1	P22 Auto optics								
P22 Orbital Navigation (F-1)									-1	1	P22 Auto optics								
																			
Pitch to ORDEAL P=338 deg	439200	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
P22 Orbital Navigation (130)									-1	1	P22 Auto optics								
																			
"Maneuver Spacecraft to RPY 000,092,000"									-1	0									
HGA PITCH - -70 								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 192								HighGainAntennaYawPositionSwitch	10	0									
V64E								DSKY V 6 4 E	1	1									
																			
"Wait for State Vector Update, TEI 25 PAD, P22 Tracking Update, REV 25 Map Update"				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Pitch to ORDEAL P=338 deg	443520	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
																			
"Use Updated N89 Values For Landmark Tracking REV's 25, 26, & 27"	443580	MISSION_TIME							-1	0									
P22 Orbital Navigation (CP-1)									-1	1	P22 Auto optics								
P22 Orbital Navigation (CP-2)									-1	1	P22 Auto optics								
P22 Orbital Navigation (F-1)									-1	1	P22 Auto optics								
																			
Pitch to ORDEAL P=338 deg	446700	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
P22 Orbital Navigation (130)									-1	1	P22 Auto optics								
																			
"Maneuver Spacecraft to RPY 000,092,000"	447480	MISSION_TIME							-1	0									
HGA PITCH - -70 								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 191								HighGainAntennaYawPositionSwitch	10	0									
V64E	448080	MISSION_TIME						DSKY V 6 4 E	1	1									
																			
"Wait for State Vector Update, TEI 26 PAD, P22 Tracking Update, REV 26 Map Update"	448200	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Pitch to ORDEAL P=338 deg	450660	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
																			
P22 Orbital Navigation (CP-1)	451200	MISSION_TIME							-1	1	P22 Auto optics								
P22 Orbital Navigation (CP-2)									-1	1	P22 Auto optics								
P22 Orbital Navigation (F-1)									-1	1	P22 Auto optics								
																			
Pitch to ORDEAL P=338 deg	453600	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
P22 Orbital Navigation (130)									-1	1	P22 Auto optics								
																			
